,NOR,KEN,FRA,HUN,BHR,CAN,JAM,NIC,ECU,MEX,DEU,SVN,LBN,UZB,HND,PRT,SVK,CZE,ROU,MLT,FIN,GBR,ISL,LVA,CYP,MYS,PHL,ZAF,PRY,PER,GUY,BIH,CHE,ZMB,URY,COL,RUS,ZWE,BGR,CHN,IND,NAM,AUT,JPN,GRC,SGP,PAK,KOR,SWZ,CHL,LSO,LTU,VNM,LCA,ARE,NLD,MDA,GTM,BRA,TUR,LKA,MNG,USA,MAR,BRN,AZE,MKD,BRB,UKR,LUX,HRV,SEN,BWA,NZL,CIV,SRB,ITA,MDG,MNE,SAU,CRI,BEL,KAZ,IRL,EST,HKG,DOM,TZA,IDN,BOL,AUS,GEO,DZA,EGY,SWE,SLV,ISR,DNK,TUN,BLR,ESP,MWI,ARG,AND,POL
DEU,0.0007830360368489799,0.0,0.0,0.07074027266600438,0.0,0.00228489794533609,0.0,0.0,0.0,0.008421889536136323,0.0,0.001639010378924368,0.0,0.0,4.487171035316043e-06,0.015595347703083578,0.0069959386773489445,0.009438957154724047,0.03661521059656068,0.0,0.002726029733904868,0.0,0.0,0.00038167798071484996,0.0,0.0,0.0,0.0013585160009814967,0.0,0.0,0.0,7.413210127022161e-05,0.004623901665307831,0.0,0.0,0.00022690378888155208,0.006842204929181115,0.0,0.001884594562832445,0.045870364667418964,0.0025490080226790147,0.0,0.012931467865297738,0.0,0.0009428854927373931,0.0,0.0,0.0,0.0,0.0,0.0,0.0013893289115022947,0.0,0.0,6.965757158150102e-05,0.07429771632937066,0.0,0.0,0.0016863730429637852,0.003262739330238218,5.1767260717159946e-05,0.0,0.0,0.0,0.0,0.0,0.0012353023505388716,0.0,0.0009388921454286868,0.00023803337914544157,0.0003017719612875959,0.0,0.0,6.459717969884976e-05,0.0,0.0005614267075644365,0.02503706770184686,0.0,0.0,0.0,0.0,0.002453785997840262,0.0,0.0,0.001480017222165998,0.010299954708250934,0.0,0.0,0.0,0.0,0.00019005733939303786,4.453137420646465e-05,0.0,0.0,0.012584508227592894,1.5986469986518944e-05,0.005550062014292688,0.006282157311409241,0.0010619411879624415,0.00015064530495281073,0.01630623545126755,0.0,0.0,0.0,0.00612951687071991
SVN,0.003697507620442232,0.0,0.002693847564525062,4.681136030265555e-05,0.0,4.084802778085888e-05,0.0,0.0,0.0,8.011990418478788e-05,2.213673645357488e-05,0.0,0.0,0.0,0.0,0.0038808556970992116,1.571689561854344e-05,3.287061212615646e-06,0.017675929438675898,0.00011874516442118702,2.921314778139306e-05,3.348412430782016e-06,0.0,1.7096686708015496e-06,0.0,0.00015111834198645746,7.927324990564102e-05,2.1968582815995234e-06,0.0,0.0,0.0,0.0002561970591314232,4.6700502478874397e-05,0.0,0.0,4.4336000745054486e-07,2.2063169643668784e-05,0.0,0.03654867978578127,0.000543198814241102,2.5321093242845777e-05,0.0,3.094003411176797e-06,0.00012645202314714678,1.3055895700367535e-05,0.00045483371053341355,0.0,3.135486724617277e-05,0.0,2.5968482355302015e-08,0.0,0.0011482577861732573,1.4996245886164082e-06,0.0,1.9815565019753433e-05,0.0029350900809787593,0.0,0.0,8.280667767202018e-06,0.0015879040564783112,1.637334886815125e-08,0.0,0.0009064790858555978,1.3855194581669439e-05,0.0,0.0,0.00010026239623964313,0.0,1.6416703379606973e-06,8.15918008895659e-07,0.05766142910665139,0.0,0.0,1.2747347876374701e-06,0.0,0.16809333051465736,0.041859928251148266,0.0,0.0,0.0,6.82748842630137e-07,1.186981083020931e-05,0.0,5.603218644001445e-07,2.3030680770832757e-05,0.020157583009474785,0.0,0.0,2.1913722984495702e-05,0.0,3.1398734210636353e-06,6.70182100774669e-08,0.0,0.0,0.004311419046510052,0.0,0.0,0.003126881541726123,5.234333716850704e-06,4.020641709545872e-06,9.763951876489397e-06,0.0,7.540021479464141e-08,0.0,0.0003483463152904967
LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,4.4087059307239786e-08,5.736267430071957e-10,6.239683359868867e-05,0.0020320722934314413,0.0,2.3490338960705323e-05,0.0,0.0,0.0,0.0012574852101507714,2.1485343192568248e-05,3.0833062260792015e-06,0.0,0.0,3.8455262421316953e-07,0.0,9.791095049414871e-05,9.609168399652253e-05,9.889047587135551e-05,0.0,1.961762888913247e-06,3.559217156037041e-05,0.0,9.038055192874829e-08,0.0,0.0029840427125323965,4.178817458332721e-07,0.00010286212373484125,0.0,0.0,0.0,0.0,2.7718297504140264e-07,0.0,0.0,2.52090182173786e-07,3.682160929796917e-05,0.0,0.0004529454734000634,0.21479617016649655,0.000359105053825147,0.0,1.1703904246207123e-07,0.0032114068407001917,5.438818255798467e-07,0.16285165867959697,0.0,2.0476440661783395e-06,0.0,4.1718812938152175e-05,0.0,1.775333800226837e-06,0.0035462062010579143,0.0,1.9787657946902268e-05,6.996901266642312e-05,0.0,0.0,0.008624675781484476,0.0004484286201443607,1.7673648645608366e-07,0.0,2.3971646268670792e-05,3.9808726281168347e-05,0.0,0.0,1.0911068943297501e-07,0.0,1.4020425688141563e-05,3.632660283714112e-09,1.8705504628340157e-07,0.0,0.0,1.7490303588644135e-06,0.0,1.2022107222110586e-06,4.6420096911124185e-06,0.0,0.0,0.0,1.95719884984111e-06,5.040315256823419e-06,0.0,6.0638597974542e-07,3.3498108548931843e-06,0.0008797459336563594,0.0,0.0,2.121770679652256e-05,0.0,1.772369764541587e-05,1.11037961245893e-10,0.0,0.0,0.0005128996774323206,6.190851807225924e-09,2.0899804238911372e-06,7.760921613190035e-08,5.762873071051503e-09,1.468091763855964e-08,1.4591381392399084e-05,0.0,2.4846821958130156e-05,0.0,0.0001384765924372714
SVK,5.090049891529728e-05,8.257099176460562e-08,0.0003334907059462787,0.06363580283078579,0.0,0.033880751842348636,0.0,0.0,0.0,0.024381354194180194,0.00018475962187933917,0.0001665992749476538,0.0,8.138805819752409e-08,1.7519585099041343e-05,0.0005609908515565255,0.0008159050590954057,0.000319764052062052,0.00421670372102341,1.0519457918863718e-05,0.00012420210039199383,0.00013035652399865017,0.0,9.601396756990639e-05,0.0,5.5326109848769856e-05,3.937411800941031e-05,0.0009544642659110251,0.0,0.0,0.0,6.69747912523661e-06,6.16334524489293e-05,0.0,0.0,0.0004198985913383358,0.14529030819592212,0.0,0.0001513519746298597,0.004498744658846034,0.00378853181670513,0.0,7.795478530635558e-05,4.2337732440677944e-05,0.00012449881190597158,0.00032013929325407103,0.0,4.200450360212926e-05,0.0,0.0010421066294976997,0.0,0.0012298927261467976,5.77176080562339e-05,0.0,0.000282729883354047,0.000497152868749842,0.0,0.0,0.01429577539751255,0.00040186430646800607,2.9955297866682058e-05,0.0,0.00027450344830018186,0.0011228177498001659,0.0,0.0,4.7027153156703834e-05,0.0,0.002189887078245686,1.7999159044679696e-06,4.3176261138442916e-05,0.0,0.0,4.923357474478592e-05,0.0,0.00013587056860608305,0.00011351049247044092,0.0,0.0,0.0,5.236453296510225e-06,3.6175584953597345e-05,0.0,0.00019017791151202315,0.00010123053423167331,0.0033875850078243226,0.0,0.0,6.641234854673209e-05,0.0,0.00020618054586281668,7.304357528122315e-07,0.0,0.0,5.1767065972520254e-05,2.814734198453466e-06,2.0964555964710207e-05,0.008259341790286385,2.6317054693502903e-05,0.00021152772493570325,0.05429134717068362,0.0,0.0002382448091030138,0.0,0.0018587114148664791
CZE,0.0009658344056632434,5.4229502917729285e-09,1.105078662103546e-05,0.019245640568721186,0.0,4.6355986447851164e-05,0.0,0.0,0.0,0.013371516053836659,1.3220673312813116e-05,0.0015198183805828656,0.0,4.511431099065128e-09,6.641555621959272e-07,0.007378856865739315,0.0496596281185486,0.0,0.008573017925039693,1.0789583380807362e-05,0.0038007816067619064,2.74818973068988e-06,0.0,0.004061899571583427,0.0,9.156827729975419e-05,0.02985210308770225,0.001002218015666266,0.0,0.0,0.0,1.1632025608939585e-05,0.0007523662452355798,0.0,0.0,2.1512252692527774e-06,0.041118225079198475,0.0,1.3514945976543194e-05,0.00026264225446084177,0.0004688136550363677,0.0,0.03207477751433407,7.1276709972254794e-06,0.0015473037111873899,0.00011045351011385102,0.0,4.359537691649249e-06,0.0,2.094481056181923e-06,0.0,0.002755730708488058,6.027230952793872e-06,0.0,0.0015222597951084491,4.714533669731457e-05,0.0,0.0,0.00027481141639667,0.02657709401442474,1.4211309993637872e-06,0.0,4.131676280917862e-05,6.343656916056129e-05,0.0,0.0,2.0136520286860817e-05,0.0,0.012015659844743122,0.0004006434547247759,0.00903133495875052,0.0,0.0,1.8092688697306824e-06,0.0,0.00636923939214997,0.01301224179725748,0.0,0.0,0.0,4.854908279451922e-07,0.0,0.0,7.155085628750478e-07,2.093171375974202e-05,0.023271000112465905,0.0,0.0,1.3594756528363569e-05,0.0,0.0003988229539514487,5.1754095291824e-08,0.0,0.0,0.012677691148776721,9.749918600044693e-08,0.0,0.007226706784173902,3.948371768429253e-07,0.008324006454912629,0.020548245716012693,0.0,1.5052249223270864e-06,0.0,0.022510229679751803
ROU,9.183290056418895e-05,2.2301178729287052e-08,2.3324311608507222e-05,0.0004649875251265474,0.0,0.00016161115942511835,0.0,0.0,0.0,0.008493990254591695,1.207190518978771e-05,1.7409219933883882e-05,0.0,5.14771961948126e-09,2.8966303293655406e-06,3.739959453091222e-05,0.0019680478647511185,3.563510767620832e-05,0.0002693178678490164,3.261833188950574e-06,0.007371097084144773,3.875552684387095e-05,0.0,0.00022212708865833406,0.0,3.8719434507955034e-05,7.138762421674461e-06,0.0003915213457910831,0.0,0.0,0.0,8.260500772073904e-06,1.7115077750153844e-05,0.0,0.0,0.00010763008643929922,0.0012837785784163172,0.0,0.00010459549722414844,0.0005558896051138015,0.005023514936478666,0.0,8.302789848190021e-05,2.8296693315491337e-05,0.003789419069401051,3.9027972778967226e-05,0.0,1.218157053578455e-05,0.0,0.0001989170244757708,0.0,0.00031933743081356277,1.1127828967527592e-05,0.0,0.00016090953182990129,9.176320837976437e-05,0.0,0.0,0.0004636192490021869,0.0003872590670690335,8.605201623509714e-06,0.0,6.06218411015585e-05,7.13281142368193e-05,0.0,0.0,0.002397639848979316,0.0,0.0002796752993476823,3.269120363293488e-07,6.125985929020754e-05,0.0,0.0,1.4140068747734419e-05,0.0,2.1495755750969774e-05,4.2307569281790185e-05,0.0,0.0,0.0,5.494704365058028e-07,4.396962448061788e-06,0.0,7.347499055051253e-05,2.888786603771292e-05,0.0005851567310838075,0.0,0.0,1.1262453370384742e-05,0.0,7.037740582100468e-05,8.700542623682165e-07,0.0,0.0,3.304660401445645e-05,5.640733882893252e-07,3.1462564662809707e-06,3.836364043414096e-05,0.0008465542506255421,5.80030532011467e-05,0.00021924490969689277,0.0,4.043266856291628e-05,0.0,0.0947549164831984
MLT,4.2322625533881914e-05,7.611670565811342e-10,0.009403784410464378,0.0019208748700145454,0.0,0.0008512684358402809,0.0,0.0,0.0,0.02215300620935328,0.0096635636563885,0.00012744096545024193,0.0,3.715759263543839e-11,1.2093967369666575e-05,0.00041077075501113285,0.0011992007421344042,0.003566015574613451,0.0006446370872055447,1.4656915463996478e-07,0.00020759240146121783,0.0015794432840623173,0.0,0.00016833102044231003,0.0,0.007921744345412955,0.001520333034250188,0.0004686470251299835,0.0,0.0,0.0,5.904766214314111e-07,4.173849432490317e-05,0.0,0.0,0.00010235499801961296,0.0017487772267022722,0.0,7.329991771131595e-05,0.19242665534947215,0.009960807922890877,0.0,0.0002820479163981513,0.0041305067771735884,7.02115969155722e-05,0.09650251839430403,0.0,0.007365929582359056,0.0,4.461604096946203e-05,0.0,0.0001830199358287579,0.003473750671317142,0.0,0.0006403616806598013,0.00619717451694371,0.0,0.0,0.01313903181075854,0.001321519189239077,8.863703064817883e-06,0.0,0.05418276564450684,6.515920796980186e-07,0.0,0.0,9.918030702749346e-06,0.0,0.00034043807468712913,6.336297146919657e-06,2.4674631538999e-05,0.0,0.0,7.762117060733941e-05,0.0,4.952066573966508e-05,0.0007710386175406869,0.0,0.0,0.0,0.0001298911986986317,0.0002192239017239044,0.0,0.00014181973317279836,0.00011096645870979787,0.18799706930192786,0.0,0.0,0.0009579056961452601,0.0,0.000761202524735448,1.3596598861583272e-05,0.0,0.0,0.00028037587504073044,3.894190701154229e-06,0.0001486138702030063,5.9954823215898006e-05,0.00021060406854295558,4.320008737231191e-06,0.0007515356089921551,0.0,0.0006704098484895622,0.0,0.00408531288521137
